id,Hardness
10407,3.4775586918219212
10408,4.836431790964886
10409,5.283955329223895
10410,5.2761569380865
10411,5.095199076727015
10412,4.640583242202049
10413,4.384363827599765
10414,5.569335100768217
10415,4.35784335613362
10416,4.528522789100735
10417,4.260532975770499
10418,4.470201673069573
10419,5.390888614044497
10420,4.488735220096986
10421,5.243218707152572
10422,4.865223810142239
10423,5.287521068043477
10424,5.000621723820186
10425,5.0946655024076435
10426,4.984134810668969
10427,3.448821007501874
10428,4.98876487040484
10429,4.830321238057097
10430,3.8744907515057965
10431,3.852648301841268
10432,4.977120104769053
10433,5.768055375478077
10434,4.6961424256736235
10435,5.429308624565278
10436,5.198756167236118
10437,5.356033212305545
10438,5.3555956914837415
10439,5.347972912587261
10440,4.36665284116528
10441,4.012929641765542
10442,3.86571195202035
10443,2.1488897713088284
10444,4.638444954927113
10445,4.925280322348736
10446,4.255198905841342
10447,5.314268478692416
10448,5.257520570637556
10449,5.127351986455014
10450,5.262528265350232
10451,4.9054764552544885
10452,4.276686407201311
10453,5.382012012856665
10454,5.3691886631247305
10455,3.422056885305077
10456,3.658155282962832
10457,2.5699255740307767
10458,5.422024735044779
10459,4.889366109047814
10460,4.308172242400075
10461,5.162419210672373
10462,5.167692561820826
10463,5.391277398125641
10464,5.34280019624363
10465,4.076714165005021
10466,5.1778164697022575
10467,5.403822524106495
10468,2.344834599652464
10469,5.254254133296527
10470,4.564580394792967
10471,5.326092910221481
10472,1.3751211454705305
10473,5.211299722385579
10474,4.841102477938384
10475,5.334142435790858
10476,4.687666180010958
10477,5.314861544821081
10478,4.622134230019373
10479,4.471404603993401
10480,4.197489364755002
10481,3.9755631701316325
10482,5.232640888201688
10483,5.2738584457112765
10484,1.242564404565683
10485,4.307417773968719
10486,5.095920878410249
10487,2.8197667851227344
10488,5.123565122929
10489,4.280238727995956
10490,5.052889945907288
10491,5.060587330114517
10492,5.496477714641165
10493,2.677881442895056
10494,4.387826438597779
10495,4.167366384796972
10496,4.352550050014594
10497,5.1426507765121565
10498,5.04712988810636
10499,5.308008271640895
10500,4.643644078896148
10501,2.6032697109021603
10502,5.203380472550482
10503,4.732545235508764
10504,5.23038129109786
10505,4.8567043481050876
10506,4.104723101049254
10507,5.406027627405242
10508,4.428499647692643
10509,3.597049399290176
10510,4.467866811381622
10511,4.234274569365576
10512,5.193190358203161
10513,5.62210859509907
10514,4.130666722826458
10515,2.5089642760881166
10516,4.661569144136647
10517,5.476715645029563
10518,4.795624862996371
10519,5.239264058398697
10520,4.861604708054092
10521,5.097241070960354
10522,4.830807041575948
10523,4.610260659429028
10524,4.193392339522298
10525,4.680559132090778
10526,3.2022870022630103
10527,4.9462359979791195
10528,5.166347712518132
10529,4.8262388472332844
10530,2.396953563400788
10531,5.309964481649651
10532,5.244896117000195
10533,4.950120100989766
10534,5.385888270726856
10535,5.289495097237442
10536,5.356630102641601
10537,4.8351819703738155
10538,5.349814384270754
10539,5.131445941155632
10540,3.481604441267191
10541,2.92661203832676
10542,3.913663550271012
10543,4.727188889865646
10544,5.357235436425768
10545,4.675823888755064
10546,4.968263383378767
10547,5.2360052750490516
10548,4.761247346527278
10549,4.4833098551146975
10550,4.6833606866402295
10551,4.859340678555978
10552,5.245302444183505
10553,5.375629423491953
10554,4.557918885979916
10555,4.841730448169557
10556,4.741644986317203
10557,5.375009748121899
10558,4.915876652223766
10559,4.04018555661448
10560,3.7936559230802764
10561,5.110141538627643
10562,5.2367221164844935
10563,3.8305339516660113
10564,4.079664013130881
10565,5.455571611920359
10566,4.114550624882812
10567,4.529287228728141
10568,4.162772925347117
10569,5.34680688031688
10570,4.784225598302544
10571,5.036076037808966
10572,5.119445345718889
10573,4.750366672425678
10574,3.5080694062301414
10575,5.331657333575485
10576,4.01155665648615
10577,3.1629816911313684
10578,5.174662642695431
10579,5.285919651286998
10580,4.031276601298178
10581,5.241064418194395
10582,4.167572308041915
10583,3.5062357627344807
10584,5.386527618638011
10585,2.2713403655301967
10586,5.330418117288464
10587,5.45851331572927
10588,4.276739918826874
10589,5.510733171062437
10590,4.022246415830046
10591,5.236947618053225
10592,4.560782731874317
10593,4.822542809356648
10594,5.322782231200524
10595,5.260018339380444
10596,4.449735208766427
10597,5.366062412849725
10598,4.9866319445944765
10599,5.0790328730618395
10600,3.6424068344572866
10601,4.577235426579768
10602,3.3332037721721983
10603,4.949715207138187
10604,5.078686797612559
10605,5.327299650355867
10606,3.1966757258505956
10607,5.2126503789175
10608,4.9489700097955485
10609,5.434392157624899
10610,5.2134251940311644
10611,4.772608306108934
10612,5.0138167996005585
10613,5.144839726001904
10614,4.9657263448708004
10615,5.276597239348524
10616,5.285838027781075
10617,5.305561102704495
10618,2.283899182148299
10619,5.358476164333938
10620,5.015455823497359
10621,4.468007772893207
10622,4.5894499365620165
10623,5.339443753220339
10624,4.845248781051839
10625,5.274650817943311
10626,5.593213344577162
10627,5.052123139299596
10628,5.204158435062667
10629,5.4319124879240235
10630,3.139176164772276
10631,5.474687947835448
10632,5.367093312380348
10633,2.5364899013307856
10634,4.726490003945946
10635,4.600421414330059
10636,5.258232858539721
10637,3.9691079345640166
10638,2.2137156820417854
10639,5.238583521758752
10640,5.290662892841078
10641,4.9147100954762575
10642,3.815794780157614
10643,3.227453135304262
10644,4.357929552607361
10645,5.074878824029583
10646,4.348339193338893
10647,5.110864989200953
10648,5.024921006159021
10649,4.867036531361149
10650,3.9459137661859516
10651,4.632558428960113
10652,5.396694166311734
10653,5.157075923038237
10654,4.047754155392792
10655,4.781507890931898
10656,5.0821232137621095
10657,4.254507415787073
10658,5.170849430585384
10659,5.30960419328431
10660,3.927186739125905
10661,5.223972233816286
10662,4.240737224494309
10663,5.317217830748172
10664,4.161358841410168
10665,5.320766513416378
10666,5.252535557910687
10667,5.276988746119874
10668,5.314050325960634
10669,4.369538495586783
10670,4.559854647010241
10671,5.35686455766184
10672,2.260290655420788
10673,4.204687910700152
10674,5.548713488927643
10675,5.15346074314377
10676,3.3277972213754072
10677,2.553359669014962
10678,4.029005419522006
10679,3.6407655006324573
10680,5.257974559026476
10681,4.465164044899495
10682,4.527580734219417
10683,4.382428539294722
10684,3.1670720519010565
10685,5.190892301290749
10686,5.764204586362242
10687,4.851626046869394
10688,5.381766642345749
10689,4.4779690185689045
10690,5.282001375613959
10691,5.03391435072485
10692,4.753708738917025
10693,5.27839561352811
10694,5.145726181800269
10695,4.448334905936552
10696,5.177786867774211
10697,4.87540851075668
10698,4.721320410317901
10699,1.3314240549014422
10700,4.841776435294711
10701,5.072213166139103
10702,5.358476603633267
10703,5.205838511560485
10704,2.505026447162752
10705,4.903728439090178
10706,5.468665618990538
10707,5.124178392659162
10708,4.068623890391856
10709,3.5207388234921035
10710,4.275788427010925
10711,4.669061755979522
10712,5.395772423291076
10713,2.315722523176172
10714,1.184061963036661
10715,4.891460514297979
10716,5.108259098297862
10717,5.469971582382588
10718,5.157188981215892
10719,5.231743843241908
10720,5.2186469829497595
10721,5.002170274484266
10722,2.3878671139952674
10723,3.621668824658917
10724,5.489757985496759
10725,3.1944832846213527
10726,2.61965146108314
10727,5.136462034369796
10728,3.9142772095149416
10729,5.949763555158068
10730,5.260181404867318
10731,4.80342942406073
10732,3.3817287563352467
10733,3.138549973977618
10734,5.19222502228593
10735,5.0864069611653004
10736,5.238045532764091
10737,4.673899734252394
10738,5.518728480299675
10739,3.465305726427426
10740,2.99401091944517
10741,4.8248539416823055
10742,4.104986950302027
10743,4.379573810346261
10744,4.236125626870319
10745,5.175378763070474
10746,5.015656147335497
10747,3.9163613130139083
10748,5.400544767222762
10749,4.587575419323478
10750,4.582945520695354
10751,5.085339487448603
10752,4.4661161246176375
10753,4.773924808365958
10754,5.330774721191538
10755,5.331773793594811
10756,4.42675632211439
10757,3.940357099091372
10758,4.942575195837203
10759,4.416137464219833
10760,5.434921083939702
10761,5.149152854796886
10762,5.283301751719226
10763,5.102119104627928
10764,5.149017439601954
10765,3.472546932473501
10766,5.27249439527073
10767,4.421349570861661
10768,5.194824734042617
10769,4.995547109159142
10770,5.176374599759236
10771,1.8994861839791854
10772,5.479110593778778
10773,3.747198650655398
10774,4.578287950436283
10775,5.000142677066427
10776,4.699742976369086
10777,3.1828432844684325
10778,4.790271007156496
10779,5.125210869854902
10780,5.134383938466925
10781,4.368712841417575
10782,5.44990501371643
10783,3.724444791251004
10784,5.1741034120424985
10785,5.255451941248303
10786,5.318489252756557
10787,5.320559340835411
10788,5.263227563768087
10789,5.158386801674359
10790,3.7215761165948047
10791,5.095348255806747
10792,5.241814611926426
10793,4.524951126461845
10794,5.098742457627372
10795,5.273787345900299
10796,5.304360442192931
10797,5.297999841995019
10798,5.338323127143854
10799,4.961143353694649
10800,4.174906804337932
10801,5.275373882648545
10802,5.429962455483382
10803,5.321441289621557
10804,5.152453038359049
10805,5.221040869940122
10806,5.393826554388975
10807,5.125149836521344
10808,2.663567036538846
10809,2.083548242669595
10810,4.944425495088112
10811,4.420835366202045
10812,4.603663513670034
10813,4.998008212309037
10814,4.9648791013036675
10815,2.682110904611758
10816,5.328129546156541
10817,4.711113538925899
10818,4.605807258662403
10819,5.26676720752779
10820,5.203258070972629
10821,2.39827482483752
10822,2.7345161902624575
10823,5.247498786083369
10824,5.136007777509693
10825,5.294760827228208
10826,4.065089584504841
10827,4.851030304829193
10828,3.198386333715374
10829,5.129386313687805
10830,5.605362425802511
10831,5.308474231110798
10832,5.2273843618014
10833,5.086173172102315
10834,5.265727440539181
10835,4.55538701888832
10836,5.186308805707637
10837,4.418013221691391
10838,4.76853783744607
10839,4.714974075441615
10840,5.128668737677928
10841,5.305450336908994
10842,5.101677435699587
10843,3.3733752097793137
10844,3.8346404557087226
10845,4.345567474257989
10846,5.291936950500713
10847,5.124013006918235
10848,4.572058727967579
10849,5.261590865980006
10850,5.263673509582695
10851,3.572769216625539
10852,4.673240248267481
10853,4.374285015763394
10854,4.521255036204625
10855,4.575050110616504
10856,5.081993344379974
10857,5.0780940099112595
10858,5.383293852928931
10859,5.412147028416326
10860,5.4558439482481145
10861,5.032720062369716
10862,4.768819046741061
10863,3.252163688647885
10864,5.2845212278599
10865,5.289429643300329
10866,5.416832557194104
10867,3.225558004114237
10868,4.362571201735956
10869,4.797352151232523
10870,5.232323307448818
10871,5.222319841244215
10872,4.264152431131463
10873,4.529624613270319
10874,5.374271769027499
10875,5.402482490798515
10876,4.995586817775249
10877,4.687791024136108
10878,5.392317793406851
10879,5.267982389855137
10880,3.808091601539537
10881,5.44977533230964
10882,3.9249026523485284
10883,4.676717053092466
10884,3.3411022735008515
10885,5.33482751967982
10886,2.6138998182876136
10887,3.9515031277657124
10888,5.31483476441593
10889,5.259596654783126
10890,4.8819732297092715
10891,4.2849204595247325
10892,5.26493631500426
10893,2.0801577508466433
10894,5.31848557967178
10895,5.212878281793813
10896,3.1344891768603573
10897,5.397609890442104
10898,5.237340101505736
10899,3.7575755964954802
10900,4.555577489081293
10901,5.054349500347918
10902,4.97122851808835
10903,3.3686998910468886
10904,4.989405468717543
10905,4.880758582646164
10906,4.562668815195908
10907,4.32385347934182
10908,5.342444504863196
10909,3.098864954763389
10910,4.877462352318316
10911,4.829186952299294
10912,5.159005927399718
10913,4.753712719360109
10914,4.445037556661214
10915,4.327760476741856
10916,4.4207595027791236
10917,5.396513546741351
10918,5.471920505635765
10919,4.60990592309494
10920,5.223592546438308
10921,4.691805178509496
10922,3.8165702370730736
10923,5.119401248515785
10924,5.301018161604312
10925,5.1962292387379465
10926,5.350666286188872
10927,4.304069779677581
10928,2.127876371399224
10929,3.2344569151516627
10930,4.7948356745086755
10931,2.1292554440752234
10932,5.019010357391004
10933,5.4540152024897095
10934,4.951169677806446
10935,4.965116301111344
10936,4.30858968555715
10937,4.99729617095689
10938,4.2195131688927825
10939,5.405873434910815
10940,5.3800372215558845
10941,3.6123066123625014
10942,4.9034162587094565
10943,5.43963894624261
10944,4.581871884264462
10945,5.430284558890346
10946,5.19998946896675
10947,4.687127256659998
10948,5.35359422074241
10949,3.51366684182026
10950,4.028929135153414
10951,5.003014238935547
10952,5.256260662220011
10953,4.019563856723831
10954,4.846591402496536
10955,4.6043118771065785
10956,5.431365698042225
10957,5.400328534443261
10958,5.4152639254552835
10959,4.828484679484845
10960,4.104976065270579
10961,5.377173266022912
10962,4.071700732501905
10963,4.336059309836125
10964,5.2032777096391865
10965,5.233450452553711
10966,5.05566795166959
10967,4.798832285533725
10968,5.105715472264915
10969,3.985018311847954
10970,4.862626713023793
10971,5.058011160576834
10972,5.3677525170748215
10973,5.340603783925901
10974,4.88454660809756
10975,2.5212011493709197
10976,5.873787473614472
10977,4.951823038346658
10978,5.226806150611339
10979,3.842603517223441
10980,5.387319447608343
10981,5.357385940509993
10982,5.492474258445226
10983,4.550860467638336
10984,5.087120853461705
10985,3.540591575119108
10986,5.318020647925865
10987,5.2438520599099885
10988,4.891597019049524
10989,4.296863921349955
10990,4.12200872918671
10991,3.9367508954979513
10992,4.62970208517762
10993,4.381694629503576
10994,4.977987559110959
10995,4.866958701398161
10996,5.287004944378476
10997,5.584155015570547
10998,4.408093107539616
10999,4.723149421264052
11000,5.340230517368277
11001,5.221097170501692
11002,2.720307886278295
11003,5.1274814149536105
11004,4.884270564583489
11005,3.605762162805086
11006,5.694736269418608
11007,5.260028863825452
11008,5.0561691052923035
11009,4.483297313552605
11010,5.164260713688231
11011,5.293198045588088
11012,5.093866825011798
11013,4.930295148629988
11014,5.573939038615485
11015,5.323048474535109
11016,5.303998727763587
11017,5.260379146546647
11018,4.704041924421844
11019,3.9881778916778714
11020,5.256793343230937
11021,4.974154216480195
11022,5.397850056632457
11023,4.7151025253705185
11024,5.432404137449151
11025,4.539324826496873
11026,5.735357145017385
11027,4.247529106859853
11028,5.217955511396434
11029,2.350556198549847
11030,4.018102627394086
11031,5.239221626889175
